EmployeeID,hours_mean,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
2538,6.172599286032778,3,3,4.0,3.0,3.0,42,0,2.0,0.0,2,4,0.0,1.0,2,0.0,0.0,45390,4.0,17,1,8.0,5,0,0,0
2539,10.133579875055556,3,3,3.0,2.0,2.0,32,1,2.0,0.0,1,1,0.0,0.0,2,0.0,0.0,27410,7.0,11,0,7.0,3,2,2,2
2540,7.215689424363889,3,3,1.0,1.0,3.0,46,0,2.0,0.0,23,1,0.0,0.0,2,0.0,1.0,34910,2.0,14,0,25.0,0,19,2,8
2541,6.466500446229166,4,3,2.0,3.0,3.0,27,0,2.0,0.0,2,3,0.0,1.0,5,0.0,0.0,45410,1.0,14,2,9.0,4,9,5,8
2542,7.579600624720833,3,4,4.0,2.0,3.0,29,0,2.0,0.0,1,2,0.0,0.0,3,0.0,0.0,26780,1.0,25,1,1.0,3,1,0,0
2543,5.731242748772778,2,3,1.0,3.0,3.0,43,0,2.0,0.0,1,3,0.0,0.0,1,0.0,0.0,73790,7.0,13,2,21.0,3,16,6,14
2544,5.596820615796389,2,3,4.0,2.0,3.0,48,0,2.0,0.0,2,3,0.0,1.0,2,0.0,0.0,62720,4.0,14,0,29.0,3,22,12,9
2545,7.9085330209727775,2,3,4.0,4.0,2.0,29,1,1.0,0.0,13,2,0.0,1.0,1,0.0,0.0,52200,1.0,17,0,1.0,3,1,1,0
2546,7.602991967871389,4,4,3.0,2.0,3.0,46,1,2.0,0.0,4,4,0.0,1.0,2,0.0,0.0,27430,5.0,25,1,14.0,1,8,0,7
2547,7.277184292726389,3,4,4.0,1.0,2.0,27,0,1.0,0.0,16,4,0.0,0.0,3,1.0,0.0,49980,0.0,20,2,8.0,3,7,7,3
2548,6.0629495760819445,3,3,4.0,4.0,3.0,39,0,2.0,0.0,2,3,0.0,0.0,3,1.0,1.0,102520,8.0,13,1,7.0,3,2,2,2
2549,5.618691432396111,3,3,2.0,4.0,4.0,55,0,2.0,0.0,2,3,0.0,1.0,1,0.0,0.0,27810,8.0,13,1,19.0,2,5,0,4
2550,6.768606648817222,4,3,2.0,2.0,3.0,28,0,2.0,0.0,29,2,0.0,0.0,2,0.0,0.0,68520,1.0,18,1,1.0,2,1,0,0
2551,7.498476126728889,3,3,2.0,4.0,2.0,30,1,2.0,0.0,12,4,0.0,1.0,2,0.0,0.0,49500,1.0,12,2,1.0,3,1,0,0
2552,10.213231816153334,3,3,4.0,2.0,3.0,22,1,2.0,0.0,16,2,0.0,1.0,2,0.0,0.0,35790,1.0,19,3,1.0,3,1,0,0
2553,8.772318161535,2,3,2.0,3.0,3.0,36,0,2.0,0.0,11,3,0.0,0.0,1,0.0,0.0,131910,1.0,14,1,10.0,2,10,1,7
2554,7.335841142346944,3,3,2.0,3.0,3.0,31,0,2.0,0.0,2,4,0.0,1.0,5,0.0,1.0,103770,1.0,14,0,10.0,2,10,0,2
2555,7.510110441766945,3,3,3.0,4.0,3.0,34,0,2.0,0.0,14,2,0.0,1.0,1,0.0,0.0,22350,2.0,14,1,9.0,2,5,1,0
2556,6.8766733601069445,2,3,4.0,1.0,3.0,29,0,2.0,0.0,5,5,0.0,1.0,1,0.0,0.0,105020,3.0,12,0,11.0,4,3,1,2
2557,8.039129852744166,4,3,4.0,1.0,3.0,37,0,2.0,0.0,7,2,0.0,0.0,1,0.0,0.0,20110,5.0,13,0,16.0,4,5,0,4
2558,10.2200925925925,2,4,4.0,2.0,3.0,35,0,2.0,0.0,2,1,0.0,0.0,2,0.0,0.0,18590,0.0,25,1,4.0,2,3,0,2
2559,6.7997568049975,2,3,2.0,4.0,2.0,45,0,2.0,0.0,3,3,0.0,1.0,2,0.0,0.0,37600,0.0,14,1,10.0,2,9,3,8
2560,6.064582775546389,1,3,2.0,4.0,2.0,36,0,1.0,0.0,5,3,0.0,1.0,4,0.0,0.0,177790,1.0,17,1,10.0,5,10,0,8
2561,6.234501338688055,3,3,1.0,1.0,3.0,40,0,2.0,0.0,3,3,0.0,0.0,1,0.0,1.0,68330,2.0,13,0,22.0,3,19,11,16
2562,9.007223337795555,2,3,2.0,3.0,2.0,26,0,2.0,0.0,26,2,0.0,0.0,2,0.0,0.0,68120,1.0,13,0,1.0,2,1,1,0
2563,7.044742302543333,2,4,1.0,3.0,2.0,27,0,2.0,0.0,4,3,0.0,0.0,2,0.0,0.0,51710,0.0,20,1,9.0,1,8,0,7
2564,7.0124297188752776,4,3,4.0,4.0,3.0,48,0,1.0,0.0,2,3,0.0,0.0,2,0.0,1.0,197400,3.0,14,0,24.0,2,22,4,7
2565,6.594933065595556,3,3,2.0,1.0,3.0,44,0,2.0,0.0,1,2,0.0,0.0,4,0.0,0.0,187110,2.0,12,1,10.0,0,2,2,2
2566,9.475745203034167,3,3,4.0,1.0,3.0,34,1,0.0,0.0,27,2,0.0,1.0,1,0.0,0.0,36920,1.0,12,1,5.0,5,5,3,0
2567,6.646378848728055,3,4,1.0,4.0,3.0,56,1,2.0,1.0,1,2,0.0,1.0,5,0.0,0.0,25590,1.0,21,0,5.0,3,4,1,0
2568,6.937077197679445,3,3,3.0,2.0,1.0,36,0,2.0,0.0,13,3,0.0,1.0,3,1.0,0.0,25170,2.0,14,0,12.0,3,4,1,3
2569,5.985309013833056,3,3,3.0,2.0,3.0,41,0,2.0,0.0,5,3,0.0,1.0,1,0.0,0.0,66230,5.0,18,0,14.0,3,5,1,4
2570,6.849926372155278,3,3,3.0,1.0,4.0,42,0,2.0,0.0,7,3,0.0,1.0,2,0.0,0.0,182650,9.0,12,1,18.0,4,13,5,7
2571,7.9833846497097225,2,4,3.0,4.0,3.0,31,0,2.0,0.0,9,4,0.0,1.0,1,0.0,1.0,161240,2.0,23,1,8.0,2,5,1,4
2572,9.02859437751,3,3,4.0,4.0,2.0,34,0,2.0,0.0,8,1,0.0,1.0,3,0.0,0.0,25850,3.0,12,0,9.0,5,4,0,1
2573,6.211170236501389,4,4,1.0,3.0,2.0,31,0,2.0,0.0,25,2,0.0,1.0,3,0.0,1.0,182130,8.0,21,2,4.0,3,2,2,2
2574,5.947940651494722,4,3,3.0,4.0,3.0,26,0,1.0,0.0,16,2,0.0,0.0,2,1.0,0.0,83800,0.0,14,0,8.0,3,7,7,7
2575,7.600496430165,3,3,2.0,3.0,3.0,45,0,1.0,0.0,8,4,0.0,1.0,2,0.0,0.0,29940,4.0,18,1,12.0,2,4,0,3
2576,6.085662650602222,3,3,2.0,3.0,2.0,33,0,2.0,0.0,1,3,0.0,1.0,5,0.0,0.0,12230,1.0,13,1,10.0,3,10,0,9
2577,10.085300089245834,3,3,3.0,4.0,3.0,28,0,1.0,0.0,8,3,0.0,0.0,4,0.0,0.0,11180,1.0,11,0,7.0,3,7,0,7
2578,6.653795180722778,3,3,3.0,1.0,3.0,29,1,1.0,1.0,2,4,1.0,0.0,2,0.0,0.0,28750,1.0,11,0,1.0,3,1,0,0
2579,5.799204596162222,3,3,1.0,3.0,3.0,39,0,0.0,0.0,8,5,0.0,1.0,2,0.0,0.0,188240,6.0,19,1,10.0,4,3,1,2
2580,7.165663766175555,3,3,2.0,2.0,2.0,27,0,2.0,0.0,3,2,0.0,0.0,2,1.0,0.0,135770,1.0,12,1,6.0,2,5,1,2
2581,8.72000780901361,3,3,3.0,4.0,3.0,34,0,1.0,0.0,9,4,0.0,1.0,2,0.0,0.0,26250,1.0,12,3,16.0,4,15,6,11
2582,9.015610218652222,3,3,4.0,3.0,3.0,28,1,2.0,0.0,25,3,0.0,0.0,1,0.0,0.0,187890,3.0,16,1,6.0,4,2,2,2
2583,5.706788264167778,3,3,3.0,2.0,4.0,47,0,0.0,0.0,1,4,0.0,0.0,1,0.0,0.0,45380,8.0,11,0,16.0,3,8,1,7
2584,7.366888665774167,3,3,4.0,1.0,3.0,56,0,2.0,0.0,4,3,0.0,1.0,2,0.0,0.0,198470,4.0,14,0,6.0,6,0,0,0
2585,6.8489234716641665,3,3,1.0,1.0,3.0,39,0,2.0,0.0,1,3,0.0,1.0,1,0.0,0.0,105120,1.0,12,1,10.0,2,10,7,9
2586,10.323009817045833,3,3,4.0,2.0,3.0,38,0,1.0,0.0,4,2,0.0,1.0,1,0.0,1.0,44440,1.0,13,0,20.0,2,20,0,7
2587,9.325343596608612,3,4,4.0,4.0,2.0,58,0,2.0,0.0,5,3,0.0,0.0,5,0.0,0.0,21540,4.0,21,1,29.0,3,1,0,0
2588,9.645630298973611,3,3,1.0,3.0,3.0,32,1,1.0,0.0,9,3,0.0,0.0,2,0.0,0.0,191900,3.0,17,1,8.0,2,4,0,3
2589,7.340606871931945,3,4,2.0,4.0,4.0,38,0,2.0,0.0,3,4,0.0,1.0,1,0.0,1.0,44900,2.0,21,1,10.0,1,5,0,3
2590,6.056233824185555,2,3,2.0,4.0,3.0,49,0,1.0,0.0,11,4,0.0,0.0,2,0.0,0.0,35060,3.0,11,1,28.0,4,5,4,3
2591,8.214293842034722,3,3,2.0,4.0,3.0,42,0,2.0,0.0,1,3,0.0,1.0,1,0.0,1.0,23720,3.0,12,1,14.0,3,0,0,0
2592,6.013019857206389,3,3,1.0,2.0,3.0,27,1,1.0,0.0,8,1,0.0,0.0,4,0.0,0.0,102310,1.0,13,1,1.0,2,1,0,0
2593,6.250380410530833,3,3,2.0,1.0,1.0,35,0,2.0,0.0,25,1,0.0,0.0,1,0.0,0.0,54100,0.0,18,0,6.0,4,5,0,4
2594,6.130653726015,3,3,3.0,3.0,2.0,28,0,0.0,0.0,21,1,0.0,0.0,3,0.0,0.0,79780,1.0,16,2,5.0,2,5,1,4
2595,9.546750334671945,4,3,3.0,1.0,4.0,31,0,0.0,0.0,23,1,0.0,0.0,1,0.0,1.0,38670,1.0,11,1,4.0,4,4,2,3
2596,6.832543507362778,1,3,1.0,2.0,3.0,36,0,0.0,0.0,1,3,0.0,0.0,2,0.0,0.0,28380,1.0,19,2,5.0,5,5,0,2
2597,5.588340026773611,3,3,1.0,4.0,2.0,34,0,2.0,0.0,2,3,0.0,0.0,4,1.0,0.0,46950,1.0,16,1,14.0,2,14,2,1
2598,6.516905399375278,2,3,4.0,3.0,2.0,34,0,2.0,0.0,19,3,0.0,1.0,1,0.0,1.0,33390,1.0,16,0,9.0,2,8,1,1
2599,6.194441097724167,4,3,3.0,1.0,2.0,26,0,2.0,0.0,2,2,0.0,0.0,2,0.0,0.0,20800,0.0,13,0,8.0,6,7,7,6
2600,7.2216912092813885,4,4,1.0,1.0,2.0,29,0,2.0,0.0,2,4,0.0,0.0,2,0.0,0.0,20960,0.0,22,0,6.0,2,5,0,2
2601,6.179125390450555,4,3,3.0,4.0,3.0,32,0,0.0,0.0,3,1,0.0,0.0,3,0.0,1.0,62090,5.0,17,1,9.0,5,5,1,2
2602,6.602032574743333,3,3,4.0,1.0,3.0,31,0,1.0,0.0,25,5,0.0,1.0,2,0.0,0.0,180610,1.0,14,1,10.0,2,10,8,7
2603,5.886913208388889,2,3,3.0,4.0,2.0,28,1,2.0,0.0,7,5,0.0,1.0,2,0.0,1.0,171230,5.0,15,1,6.0,2,4,0,3
2604,6.7476182507808335,2,3,1.0,1.0,2.0,38,0,2.0,0.0,9,2,0.0,0.0,3,0.0,0.0,23720,4.0,12,0,20.0,3,1,0,0
2605,8.4869176706825,1,3,3.0,4.0,3.0,35,0,2.0,0.0,5,3,0.0,0.0,2,0.0,0.0,48830,1.0,18,1,10.0,1,10,0,9
2606,7.342251227130555,3,3,4.0,4.0,3.0,27,0,2.0,0.0,2,3,0.0,1.0,1,0.0,0.0,39040,1.0,15,0,7.0,2,7,0,7
2607,7.1504306113341665,2,3,4.0,4.0,3.0,32,0,2.0,0.0,8,1,0.0,1.0,2,0.0,0.0,46270,8.0,17,1,8.0,2,1,0,0
2608,9.766983489513333,3,3,1.0,4.0,3.0,31,1,1.0,0.0,2,1,0.0,0.0,3,0.0,0.0,70940,1.0,14,1,10.0,2,10,0,8
2609,10.195607987505555,3,3,1.0,1.0,2.0,53,1,2.0,0.0,18,3,0.0,0.0,1,0.0,0.0,34230,6.0,15,1,15.0,4,2,2,2
2610,7.275842257920556,3,3,1.0,3.0,2.0,54,0,2.0,0.0,14,3,0.0,0.0,3,0.0,0.0,66740,3.0,17,1,9.0,2,4,2,3
2611,7.349873940205,3,3,4.0,3.0,3.0,33,0,1.0,0.0,2,4,0.0,1.0,4,0.0,1.0,168800,1.0,14,3,9.0,2,9,2,8
2612,6.9203145917,3,3,1.0,3.0,3.0,43,0,2.0,0.0,3,3,0.0,0.0,1,0.0,0.0,90940,1.0,12,1,10.0,0,10,0,9
2613,7.694185631414444,2,3,4.0,2.0,3.0,38,0,1.0,0.0,2,5,0.0,1.0,4,0.0,0.0,84460,0.0,14,0,7.0,3,6,1,2
2614,7.840915885765278,2,3,3.0,2.0,3.0,55,0,2.0,0.0,9,3,0.0,0.0,2,0.0,0.0,119160,4.0,15,1,35.0,3,10,1,4
2615,10.496800535475,3,3,4.0,4.0,3.0,31,0,2.0,0.0,6,3,0.0,0.0,1,0.0,1.0,45340,1.0,13,0,1.0,2,1,0,0
2616,5.953782909415278,2,3,2.0,1.0,3.0,39,0,2.0,0.0,4,3,0.0,0.0,2,0.0,0.0,98520,0.0,12,1,21.0,5,20,11,10
2617,6.171610887996389,3,3,4.0,3.0,3.0,42,0,0.0,0.0,10,4,0.0,1.0,2,0.0,0.0,61510,1.0,13,1,20.0,3,20,3,7
2618,5.621764837126111,3,3,3.0,3.0,4.0,31,0,0.0,0.0,14,2,0.0,0.0,2,1.0,0.0,23020,4.0,14,0,13.0,3,11,4,8
2619,9.665239848281944,4,3,3.0,1.0,3.0,54,0,2.0,0.0,1,3,0.0,1.0,2,0.0,0.0,23620,6.0,13,1,9.0,2,5,1,4
2620,6.685051316376389,1,3,2.0,3.0,2.0,24,0,2.0,0.0,5,4,0.0,0.0,1,0.0,0.0,178610,1.0,11,2,4.0,5,4,1,2
2621,6.455912539045,3,3,4.0,4.0,4.0,23,0,2.0,0.0,7,3,0.0,0.0,2,0.0,0.0,191870,1.0,11,1,5.0,2,5,1,4
2622,7.214883980365833,2,4,4.0,3.0,4.0,40,0,1.0,0.0,21,3,0.0,1.0,3,0.0,0.0,197170,1.0,21,0,10.0,1,10,9,4
2623,6.006412315930278,2,3,2.0,2.0,3.0,40,0,2.0,0.0,8,1,0.0,1.0,5,0.0,0.0,35440,3.0,18,3,15.0,3,11,5,10
2624,5.8632965194108335,3,3,3.0,2.0,3.0,25,0,2.0,0.0,20,5,0.0,1.0,2,0.0,0.0,85000,4.0,12,0,6.0,2,2,1,2
2625,5.887452030343334,2,3,4.0,2.0,2.0,30,0,2.0,1.0,20,4,0.0,0.0,2,0.0,0.0,46610,1.0,11,0,12.0,3,12,1,7
2626,9.408796296296112,3,3,4.0,3.0,2.0,25,0,2.0,0.0,7,2,0.0,0.0,5,0.0,1.0,41030,6.0,15,1,7.0,2,2,0,2
2627,7.365277777777778,2,3,1.0,3.0,3.0,47,0,2.0,0.0,1,4,0.0,0.0,2,0.0,0.0,42490,2.0,13,1,25.0,2,17,12,11
2628,5.856610887996389,3,3,2.0,3.0,2.0,33,0,0.0,0.0,1,3,0.0,0.0,2,0.0,1.0,140260,1.0,12,0,1.0,4,1,0,0
2629,7.6340751896472225,3,3,4.0,2.0,3.0,38,0,2.0,0.0,19,3,0.0,1.0,2,0.0,0.0,68930,0.0,17,0,16.0,3,15,5,8
2630,6.970358099062778,3,3,1.0,3.0,3.0,31,0,2.0,0.0,10,4,0.0,1.0,3,0.0,0.0,61250,0.0,13,1,3.0,3,2,1,2
2631,6.348255243195,3,3,1.0,3.0,3.0,38,0,1.0,0.0,1,4,0.0,0.0,2,0.0,0.0,36690,2.0,19,0,10.0,2,8,7,7
2632,9.346775992860278,1,3,4.0,1.0,2.0,42,0,2.0,0.0,6,3,0.0,0.0,2,0.0,1.0,100080,6.0,19,1,9.0,3,4,1,2
2633,7.321365461847222,1,3,4.0,4.0,3.0,41,0,2.0,0.0,2,2,0.0,0.0,1,1.0,0.0,23870,3.0,17,1,12.0,1,5,1,0
2634,6.714105310129167,2,3,3.0,2.0,1.0,47,0,0.0,0.0,21,2,0.0,0.0,1,0.0,0.0,46390,0.0,11,1,14.0,2,13,5,12
2635,10.141145693886388,2,3,4.0,3.0,3.0,35,0,2.0,0.0,4,3,0.0,0.0,2,1.0,0.0,78980,7.0,15,0,5.0,2,2,2,2
2636,6.280645917001111,3,3,4.0,3.0,4.0,22,0,2.0,1.0,12,1,1.0,0.0,2,0.0,0.0,25340,0.0,11,0,4.0,1,3,1,2
2637,7.5705365908075,3,4,2.0,3.0,3.0,35,0,2.0,0.0,9,3,0.0,1.0,2,0.0,0.0,131420,1.0,25,2,10.0,4,10,0,8
2638,8.656552878179166,2,3,2.0,4.0,3.0,33,0,2.0,0.0,3,4,0.0,0.0,3,1.0,0.0,16110,0.0,14,0,10.0,2,9,8,1
2639,6.776868585452778,3,3,3.0,2.0,3.0,32,0,2.0,0.0,3,2,0.0,0.0,3,0.0,0.0,53630,1.0,13,0,6.0,4,6,4,1
2640,6.035818830878889,2,3,1.0,4.0,2.0,40,0,2.0,0.0,1,4,0.0,0.0,2,0.0,0.0,50710,8.0,17,1,8.0,3,1,0,0
2641,5.543731593038611,3,3,2.0,2.0,3.0,32,0,2.0,0.0,1,2,0.0,0.0,3,0.0,0.0,136950,0.0,13,0,3.0,3,2,2,2
2642,7.726844042837778,3,3,1.0,4.0,3.0,39,0,2.0,0.0,4,4,0.0,0.0,1,0.0,0.0,134020,7.0,14,1,18.0,1,7,1,7
2643,7.412276885318889,2,3,2.0,3.0,3.0,38,0,2.0,0.0,20,4,0.0,1.0,2,0.0,0.0,20290,3.0,11,1,20.0,3,18,1,11
2644,7.669458946898611,3,3,3.0,4.0,3.0,32,0,2.0,0.0,18,3,0.0,0.0,2,0.0,0.0,63770,1.0,12,2,14.0,3,14,5,7
2645,9.039577197679444,3,3,3.0,4.0,3.0,37,0,2.0,0.0,1,3,0.0,1.0,4,0.0,0.0,54290,1.0,17,1,16.0,3,16,6,8
2646,7.482175368139167,3,4,1.0,3.0,2.0,25,0,2.0,0.0,2,4,0.0,1.0,2,0.0,1.0,27850,0.0,21,0,6.0,2,5,0,4
2647,6.647918340026667,3,3,1.0,4.0,2.0,52,0,0.0,0.0,2,4,0.0,0.0,1,0.0,1.0,46140,2.0,16,1,16.0,3,9,0,0
2648,10.639274877286667,3,3,2.0,4.0,3.0,44,0,2.0,0.0,8,1,0.0,1.0,1,0.0,0.0,26100,6.0,15,0,6.0,2,4,1,2
2649,7.649196787148333,3,3,3.0,1.0,3.0,21,0,2.0,0.0,10,5,0.0,0.0,3,0.0,0.0,66870,1.0,19,3,2.0,0,2,1,2
2650,5.7316834002675,4,3,4.0,4.0,2.0,39,0,0.0,0.0,3,4,0.0,1.0,2,0.0,0.0,47240,2.0,12,1,21.0,4,6,1,3
2651,7.446308567603611,3,3,4.0,1.0,2.0,23,1,1.0,0.0,2,4,0.0,1.0,2,0.0,0.0,61790,1.0,11,0,1.0,3,1,1,0
2652,7.2014736724675,3,3,1.0,4.0,3.0,36,0,2.0,0.0,24,3,0.0,1.0,2,0.0,0.0,61200,0.0,19,0,10.0,2,9,3,4
2653,7.4793373493975,2,3,4.0,2.0,3.0,36,0,1.0,0.0,16,1,0.0,0.0,2,0.0,1.0,105960,7.0,15,0,18.0,3,4,0,2
2654,6.221309683176944,2,4,3.0,3.0,2.0,56,0,0.0,0.0,8,1,0.0,0.0,1,0.0,1.0,54670,1.0,20,0,13.0,6,13,1,9
2655,10.178039937527778,3,4,1.0,4.0,4.0,29,1,2.0,0.0,9,4,0.0,0.0,2,0.0,0.0,29960,9.0,25,0,4.0,4,2,2,2
2656,6.993070058009722,2,4,1.0,3.0,2.0,42,0,2.0,0.0,17,1,0.0,0.0,3,0.0,0.0,99980,5.0,24,2,24.0,3,22,4,14
2657,6.457131860776389,3,4,4.0,3.0,1.0,56,1,2.0,0.0,10,4,0.0,0.0,2,0.0,0.0,40780,8.0,24,1,14.0,3,10,9,8
2658,7.404615127175278,4,3,1.0,2.0,3.0,41,0,2.0,0.0,13,4,0.0,1.0,1,1.0,0.0,109200,0.0,15,1,21.0,3,20,0,10
2659,6.825716198125833,3,3,4.0,3.0,3.0,34,0,2.0,0.0,1,3,0.0,1.0,1,0.0,0.0,62320,1.0,13,1,8.0,3,8,1,7
2660,7.477456492636945,3,3,4.0,4.0,2.0,36,0,0.0,0.0,1,1,0.0,1.0,1,0.0,1.0,132470,1.0,14,0,15.0,3,15,11,11
2661,6.770162873716944,3,3,3.0,2.0,3.0,41,0,2.0,0.0,1,5,0.0,0.0,1,1.0,1.0,40810,2.0,13,0,14.0,3,5,0,4
2662,6.37505243195,3,3,4.0,1.0,3.0,32,0,2.0,0.0,9,4,0.0,1.0,2,0.0,0.0,57690,1.0,11,0,4.0,3,4,1,2
2663,10.149226907630277,3,3,3.0,4.0,3.0,35,0,2.0,0.0,16,3,0.0,1.0,2,1.0,0.0,23940,1.0,16,1,9.0,3,9,1,7
2664,6.775146140115833,2,4,1.0,4.0,3.0,38,0,2.0,0.0,23,3,0.0,0.0,3,0.0,0.0,39040,1.0,22,0,10.0,3,10,1,9
2665,6.792039268183611,2,3,2.0,3.0,3.0,50,1,1.0,0.0,4,2,0.0,1.0,2,0.0,1.0,167990,7.0,14,1,12.0,2,6,0,1
2666,6.069919678714722,2,3,2.0,4.0,2.0,36,0,2.0,0.0,22,4,0.0,0.0,1,1.0,0.0,29500,4.0,14,0,8.0,1,6,0,0
2667,5.691867469879444,4,3,4.0,3.0,3.0,45,0,2.0,0.0,24,3,0.0,0.0,1,0.0,0.0,36290,8.0,16,1,8.0,2,5,0,1
2668,5.817244533690277,3,3,3.0,3.0,3.0,40,0,2.0,0.0,10,4,0.0,0.0,1,0.0,0.0,93620,2.0,11,1,8.0,6,2,2,2
2669,8.246529451137778,2,4,3.0,3.0,4.0,35,0,1.0,0.0,7,2,0.0,0.0,2,0.0,0.0,32290,1.0,25,0,10.0,2,10,0,2
2670,6.933920124944167,3,3,3.0,3.0,3.0,40,0,2.0,0.0,17,4,0.0,0.0,1,0.0,0.0,35780,2.0,14,1,20.0,2,5,0,2
2671,6.317896028558611,3,3,3.0,4.0,3.0,35,0,2.0,1.0,14,1,0.0,0.0,2,0.0,0.0,79880,1.0,18,0,4.0,3,4,1,1
2672,9.36237505577861,2,3,4.0,2.0,3.0,29,0,2.0,0.0,1,3,0.0,0.0,3,0.0,0.0,42840,4.0,11,0,10.0,5,4,0,3
2673,5.5516822846941665,3,3,4.0,1.0,1.0,29,0,2.0,0.0,5,3,0.0,0.0,2,0.0,0.0,75530,1.0,19,0,5.0,3,5,0,4
2674,9.018544176706667,3,3,4.0,1.0,3.0,50,1,2.0,0.0,17,3,0.0,0.0,1,0.0,1.0,173280,4.0,15,2,20.0,1,3,2,0
2675,7.013231816153334,4,3,2.0,4.0,2.0,39,0,2.0,0.0,25,3,0.0,0.0,2,0.0,0.0,197010,0.0,11,0,21.0,3,20,9,6
2676,6.852899375278889,3,3,2.0,1.0,3.0,31,0,0.0,0.0,8,4,0.0,1.0,4,0.0,0.0,147320,0.0,12,0,10.0,3,9,1,7
2677,6.888547523426944,3,4,4.0,3.0,3.0,26,0,2.0,0.0,11,4,0.0,0.0,2,0.0,0.0,92780,0.0,20,0,5.0,3,4,0,0
2678,7.542733154841389,3,3,3.0,4.0,3.0,36,0,1.0,0.0,5,1,0.0,0.0,1,0.0,0.0,13590,4.0,12,0,17.0,2,5,0,3
2679,5.867147478803889,3,3,4.0,1.0,3.0,39,0,2.0,0.0,2,1,0.0,1.0,1,0.0,0.0,47790,4.0,14,2,9.0,3,7,1,7
2680,8.922465417224444,3,4,2.0,2.0,3.0,27,0,2.0,0.0,8,2,0.0,0.0,1,0.0,0.0,164220,1.0,20,1,6.0,3,6,0,3
2681,6.029400937081389,2,3,4.0,2.0,2.0,49,0,1.0,0.0,6,1,0.0,0.0,3,1.0,0.0,29960,2.0,18,1,17.0,2,9,0,8
2682,6.002746541722222,3,3,2.0,3.0,4.0,34,0,2.0,0.0,4,3,0.0,1.0,1,0.0,0.0,12610,2.0,14,1,6.0,6,4,1,2
2683,8.18005243195,3,3,2.0,4.0,1.0,41,1,2.0,0.0,7,2,0.0,1.0,1,0.0,0.0,20990,8.0,12,1,8.0,2,6,0,5
2684,6.132840249888333,3,4,3.0,2.0,3.0,49,0,1.0,0.0,1,4,0.0,1.0,2,0.0,0.0,58100,1.0,21,1,10.0,2,10,1,7
2685,7.878145917001111,3,3,4.0,3.0,3.0,37,1,2.0,0.0,2,3,0.0,0.0,1,0.0,0.0,56470,6.0,19,0,7.0,2,0,0,0
2686,8.829211289602778,3,3,4.0,3.0,3.0,33,0,1.0,0.0,10,2,0.0,0.0,2,0.0,0.0,34200,1.0,14,0,8.0,3,8,3,0
2687,6.207484381972222,2,3,1.0,2.0,3.0,27,0,2.0,0.0,5,4,0.0,1.0,4,0.0,0.0,44000,9.0,17,1,6.0,3,2,2,2
2688,6.8974219098616665,2,3,4.0,4.0,2.0,32,0,1.0,0.0,9,2,0.0,1.0,2,0.0,0.0,35000,0.0,16,1,8.0,2,7,3,6
2689,9.569344042837777,3,3,3.0,1.0,2.0,59,0,2.0,0.0,2,2,0.0,1.0,5,0.0,0.0,20660,4.0,12,1,12.0,3,1,0,0
2690,6.011343150379167,3,3,4.0,3.0,3.0,30,0,2.0,0.0,11,4,0.0,0.0,2,0.0,1.0,171690,1.0,17,2,1.0,2,1,0,0
2691,7.733501784917222,3,3,4.0,3.0,3.0,38,0,1.0,0.0,18,4,0.0,0.0,2,1.0,0.0,41620,0.0,15,1,10.0,1,9,1,8
2692,7.129545961624166,3,4,3.0,3.0,2.0,36,0,2.0,0.0,7,3,0.0,0.0,1,0.0,0.0,92040,6.0,23,1,17.0,2,7,7,7
2693,7.106448014279167,3,3,1.0,2.0,3.0,35,0,2.0,1.0,3,4,1.0,0.0,2,0.0,0.0,32940,0.0,11,0,6.0,2,5,0,3
2694,9.996780455153889,2,3,4.0,3.0,3.0,29,0,2.0,0.0,29,4,0.0,0.0,2,0.0,0.0,21270,0.0,11,1,10.0,3,9,0,8
2695,6.081030789825833,3,3,1.0,3.0,2.0,31,0,2.0,0.0,2,2,0.0,0.0,2,0.0,1.0,39750,1.0,15,1,5.0,3,5,4,3
2696,7.071315261044167,2,3,2.0,4.0,3.0,34,0,2.0,0.0,28,3,0.0,0.0,1,0.0,1.0,107930,0.0,11,3,3.0,1,2,1,2
2697,10.260771976795834,3,3,3.0,3.0,3.0,28,1,2.0,0.0,1,4,0.0,0.0,5,0.0,0.0,100960,0.0,13,0,6.0,2,4,0,3
2698,7.3676204819275,4,3,2.0,1.0,3.0,29,0,2.0,0.0,16,2,0.0,1.0,4,0.0,1.0,36460,1.0,14,0,10.0,3,10,8,8
2699,10.012292503346666,3,3,1.0,2.0,2.0,32,0,2.0,1.0,22,3,1.0,1.0,2,0.0,1.0,74460,0.0,19,0,7.0,3,6,0,5
2700,9.787185408299722,4,3,4.0,4.0,2.0,22,0,0.0,0.0,8,3,0.0,1.0,3,0.0,1.0,108510,1.0,16,1,1.0,2,1,0,0
2701,7.659224676483611,3,3,1.0,4.0,3.0,53,0,2.0,0.0,11,3,0.0,0.0,2,0.0,0.0,21090,2.0,13,0,31.0,3,25,3,7
